time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010461400000	-23.9971	-7.09039	4.75525	2.40958	-0.491027	lidar	2.28203	-23.9384	-7.26171	-24.0132	-7.06336	-3.43189	3.35916
1477010461450000	-24.1656	-6.90562	4.76535	2.36843	-0.522959	radar	1.92779	-24.3577	-5.94086	-24.1825	-6.89307	-3.33801	3.45149
1477010461500000	-24.3339	-6.63399	4.92511	2.30243	-0.573098	lidar	2.92476	-24.2574	-6.4352	-24.347	-6.71823	-3.24166	3.54138
1477010461550000	-24.5017	-6.45533	4.90325	2.26836	-0.597945	radar	3.46213	-24.788	-7.18367	-24.5066	-6.53896	-3.14289	3.62873
1477010461600000	-24.5892	-6.3401	4.69337	2.24936	-0.585229	lidar	5.30516	-24.3008	-6.43799	-24.6612	-6.35538	-3.0418	3.71347
1477010461650000	-24.7303	-6.15369	4.69704	2.2211	-0.5794	radar	0.300723	-24.6108	-6.00878	-24.8107	-6.16764	-2.93846	3.79553
1477010461700000	-24.9172	-5.9384	4.80153	2.19578	-0.574302	lidar	2.85234	-25.146	-5.91902	-24.955	-5.97587	-2.83295	3.87484
1477010461750000	-25.0494	-5.73114	4.82209	2.16662	-0.566195	radar	1.82774	-24.8975	-5.02285	-25.094	-5.7802	-2.72537	3.95132
1477010461800000	-25.1796	-5.56902	4.75019	2.15031	-0.551616	lidar	0.386504	-25.1941	-5.64372	-25.2276	-5.58079	-2.61581	4.02492
1477010461850000	-25.3344	-5.3832	4.77973	2.15034	-0.488671	radar	1.26587	-25.5328	-5.4399	-25.3556	-5.37777	-2.50435	4.09557
1477010461900000	-25.483	-5.15062	4.85932	2.12265	-0.492446	lidar	0.596748	-25.5713	-5.10241	-25.4779	-5.1713	-2.39109	4.16322
1477010461950000	-25.6133	-4.97796	4.82398	2.12588	-0.427778	radar	6.05128	-25.0178	-6.55904	-25.5946	-4.96152	-2.27613	4.22781
1477010462000000	-25.727	-4.81772	4.72678	2.11426	-0.415762	lidar	0.528942	-25.6952	-4.89995	-25.7055	-4.7486	-2.15956	4.2893
1477010462050000	-25.8468	-4.61153	4.73534	2.09449	-0.411034	radar	0.122351	-25.8162	-4.40681	-25.8105	-4.53268	-2.04149	4.34764
1477010462100000	-25.9646	-4.35709	4.82852	2.0612	-0.427147	lidar	0.564663	-25.9516	-4.26659	-25.9096	-4.31392	-1.92202	4.40279
1477010462150000	-26.0714	-4.13369	4.79564	2.00444	-0.532781	radar	11.4708	-26.8953	-4.43966	-26.0027	-4.0925	-1.80125	4.45471
1477010462200000	-26.1662	-3.83278	4.95223	1.95572	-0.560398	lidar	1.74428	-26.1198	-3.67723	-26.0897	-3.86856	-1.67928	4.50337
1477010462250000	-26.2398	-3.58952	4.94325	1.89506	-0.648382	radar	3.19408	-26.5652	-3.85723	-26.1706	-3.64227	-1.55623	4.54875
1477010462300000	-26.265	-3.32269	4.96729	1.83903	-0.676763	lidar	4.13146	-25.9974	-3.24722	-26.2453	-3.41381	-1.4322	4.59081
1477010462350000	-26.3162	-3.07532	4.97209	1.793	-0.705862	radar	0.169571	-26.2976	-3.01078	-26.3138	-3.18332	-1.30729	4.62954
1477010462400000	-26.3347	-2.85094	4.91214	1.74996	-0.71613	lidar	1.43103	-26.1741	-2.87885	-26.376	-2.95098	-1.18162	4.66493
1477010462450000	-26.3948	-2.62949	4.88055	1.73568	-0.6689	radar	1.75053	-26.4681	-3.44967	-26.4319	-2.71697	-1.05529	4.69696
1477010462500000	-26.4654	-2.50424	4.65579	1.73021	-0.641184	lidar	5.90369	-26.674	-2.73852	-26.4815	-2.48143	-0.928411	4.72562
1477010462550000	-26.5224	-2.27198	4.67383	1.72088	-0.58469	radar	1.27116	-26.657	-1.72382	-26.5247	-2.24456	-0.80109	4.75091
1477010462600000	-26.5709	-2.08452	4.58824	1.70269	-0.573171	lidar	1.02724	-26.6691	-2.17333	-26.5616	-2.0065	-0.673434	4.77284
1477010462650000	-26.6027	-1.8515	4.60299	1.68899	-0.527399	radar	2.06536	-26.3248	-1.32261	-26.5921	-1.76744	-0.545553	4.79141
1477010462700000	-26.602	-1.59333	4.65649	1.6505	-0.541317	lidar	1.20422	-26.4671	-1.53207	-26.6161	-1.52753	-0.417552	4.80664
1477010462750000	-26.5979	-1.37075	4.63076	1.60417	-0.589833	radar	1.59315	-26.4998	-2.19526	-26.6338	-1.28695	-0.289538	4.81852
1477010462800000	-26.6017	-1.14061	4.62814	1.5746	-0.589967	lidar	0.000527747	-26.5998	-1.14277	-26.6451	-1.04586	-0.161616	4.8271
1477010462850000	-26.6317	-0.92244	4.60531	1.56286	-0.560563	radar	5.14616	-27.2008	-1.67679	-26.65	-0.804425	-0.0338883	4.83238
1477010462900000	-26.6446	-0.658605	4.6825	1.5407	-0.552409	lidar	0.712131	-26.7355	-0.59539	-26.6485	-0.562811	0.0935412	4.83439
1477010462950000	-26.6313	-0.416344	4.70828	1.49789	-0.598093	radar	2.29285	-26.9891	0.0351487	-26.6406	-0.321181	0.220572	4.83317
1477010463000000	-26.5861	-0.0991429	4.88665	1.45723	-0.608323	lidar	2.61968	-26.4553	0.0602653	-26.6264	-0.0796947	0.347104	4.82874
1477010463050000	-26.5671	0.143478	4.89176	1.42805	-0.614393	radar	2.75116	-26.9537	0.136943	-26.6059	0.161489	0.473041	4.82116
1477010463100000	-26.5432	0.450898	5.03537	1.40434	-0.603523	lidar	1.37419	-26.6201	0.57588	-26.5792	0.402213	0.598287	4.81045
1477010463150000	-26.5324	0.693361	5.00758	1.40224	-0.540105	radar	1.83407	-26.8241	0.381506	-26.5462	0.642323	0.722748	4.79667
1477010463200000	-26.5258	0.980562	5.09329	1.39189	-0.519247	lidar	2.6225	-26.7293	1.06082	-26.5069	0.881666	0.846334	4.77986
1477010463250000	-26.4874	1.2536	5.12504	1.39173	-0.444086	radar	6.51062	-25.9562	2.60409	-26.4616	1.12009	0.968955	4.76007
1477010463300000	-26.4331	1.47671	5.06464	1.36556	-0.449554	lidar	0.263197	-26.3986	1.42212	-26.4101	1.35745	1.09053	4.73737
1477010463350000	-26.393	1.69103	4.98435	1.35263	-0.425446	radar	8.39073	-26.5072	-0.563928	-26.3526	1.59361	1.21096	4.71181
1477010463400000	-26.3417	1.88501	4.87831	1.32967	-0.428611	lidar	0.591285	-26.3594	1.79315	-26.2891	1.82841	1.33018	4.68345
1477010463450000	-26.2717	2.11502	4.87676	1.29587	-0.461444	radar	0.411675	-26.3475	1.82827	-26.2197	2.06173	1.44811	4.65235
1477010463500000	-26.2129	2.29175	4.75122	1.27133	-0.46454	lidar	0.857469	-26.2502	2.18481	-26.1444	2.29342	1.56467	4.61859
1477010463550000	-26.1498	2.515	4.72859	1.26109	-0.42849	radar	0.523827	-26.069	2.27896	-26.0633	2.52336	1.67979	4.58223
1477010463600000	-26.0725	2.7627	4.77971	1.24117	-0.425979	lidar	0.137694	-26.0641	2.80701	-25.9765	2.75141	1.79339	4.54334
1477010463650000	-25.9756	2.98402	4.81025	1.18922	-0.512164	radar	3.16123	-26.3234	3.02388	-25.8841	2.97746	1.90543	4.502
1477010463700000	-25.8711	3.28031	4.97311	1.16893	-0.50329	lidar	1.40949	-25.8345	3.42005	-25.7861	3.20139	2.01582	4.45828
1477010463750000	-25.7876	3.51297	4.97809	1.14914	-0.499797	radar	2.10026	-26.1824	3.73376	-25.6826	3.42306	2.12452	4.41227
1477010463800000	-25.6828	3.70352	4.90502	1.11855	-0.507898	lidar	0.326901	-25.6666	3.63509	-25.5737	3.64239	2.23146	4.36404
1477010463850000	-25.5664	3.90863	4.88506	1.08552	-0.52355	radar	1.14206	-25.5773	3.13316	-25.4596	3.85924	2.3366	4.31367
1477010463900000	-25.5022	4.0731	4.74936	1.06865	-0.5155	lidar	3.68882	-25.7492	3.99968	-25.3402	4.07353	2.43989	4.26125
1477010463950000	-25.3801	4.27014	4.7362	1.03785	-0.524558	radar	0.577381	-25.3516	3.75691	-25.2157	4.28514	2.54127	4.20686
1477010464000000	-25.217	4.49817	4.81703	1.00299	-0.532967	lidar	2.12511	-25.0214	4.52803	-25.0863	4.49399	2.64071	4.15058
1477010464050000	-25.0679	4.69197	4.78265	0.98239	-0.497492	radar	9.01908	-24.2719	4.30917	-24.9518	4.69998	2.73817	4.09251
1477010464100000	-24.9502	4.88456	4.75991	0.962218	-0.49243	lidar	0.394855	-25.0363	4.88499	-24.8126	4.90303	2.83361	4.03273
1477010464150000	-24.7945	5.07333	4.76217	0.931835	-0.49654	radar	2.32337	-24.3609	4.95947	-24.6686	5.10304	2.92701	3.97132
1477010464200000	-24.6231	5.29851	4.85527	0.907344	-0.493531	lidar	0.992182	-24.5041	5.35293	-24.5201	5.29995	3.01833	3.90839
1477010464250000	-24.4505	5.47581	4.88764	0.859149	-0.549716	radar	0.822236	-24.4379	5.24592	-24.367	5.49367	3.10754	3.84401
1477010464300000	-24.2615	5.64876	4.89545	0.820389	-0.563131	lidar	1.19676	-24.1159	5.61152	-24.2095	5.68414	3.19464	3.77827
1477010464350000	-24.0976	5.80565	4.87376	0.78182	-0.589902	radar	3.0597	-24.5638	4.75836	-24.0477	5.8713	3.27959	3.71127
1477010464400000	-23.9226	5.96439	4.85505	0.749105	-0.59445	lidar	0.0308035	-23.9153	5.94377	-23.8818	6.05508	3.36239	3.64309
1477010464450000	-23.7825	6.14783	4.73156	0.768466	-0.470119	radar	4.74744	-23.5491	6.44495	-23.7117	6.23542	3.44302	3.57383
1477010464500000	-23.6178	6.30214	4.7098	0.744139	-0.471922	lidar	0.0565123	-23.6471	6.29102	-23.5377	6.41227	3.52148	3.50357
1477010464550000	-23.4705	6.47173	4.66229	0.742786	-0.423562	radar	1.51143	-23.7544	6.53746	-23.3598	6.58559	3.59775	3.4324
1477010464600000	-23.2386	6.7211	4.88883	0.738879	-0.394833	lidar	4.38933	-23.0099	6.86182	-23.1781	6.75533	3.67185	3.36041
1477010464650000	-23.0432	6.8593	4.85318	0.710057	-0.400001	radar	5.49503	-22.7862	5.74143	-22.9928	6.92146	3.74376	3.28768
1477010464700000	-22.8286	7.0395	4.92894	0.691058	-0.396714	lidar	0.964235	-22.6991	7.063	-22.804	7.08393	3.8135	3.21431
1477010464750000	-22.6145	7.17421	4.9544	0.649099	-0.441639	radar	1.71213	-22.418	6.76159	-22.6117	7.24273	3.88106	3.14038
1477010464800000	-22.4324	7.31486	4.92194	0.628378	-0.440861	lidar	0.311406	-22.5083	7.31524	-22.4161	7.39782	3.94647	3.06598
1477010464850000	-22.1988	7.44619	5.03238	0.572907	-0.5249	radar	2.47716	-22.0543	7.85452	-22.2173	7.54917	4.00974	2.99118
1477010464900000	-22.0165	7.60805	5.03384	0.564148	-0.503484	lidar	2.09433	-22.1947	7.69478	-22.0154	7.69679	4.07087	2.91607
1477010464950000	-21.8313	7.78703	4.98766	0.581683	-0.412438	radar	5.62297	-21.6178	9.0351	-21.8105	7.84064	4.12989	2.84074
1477010465000000	-21.6254	7.92679	4.98985	0.563665	-0.409143	lidar	0.0350684	-21.6473	7.94	-21.6026	7.98072	4.18681	2.76526
1477010465050000	-21.4351	8.06096	4.94579	0.553269	-0.3882	radar	1.56328	-21.8637	7.78661	-21.392	8.11703	4.24166	2.68971
1477010465100000	-21.2206	8.07475	4.78774	0.48711	-0.450667	lidar	4.67773	-21.0853	7.83229	-21.1787	8.24957	4.29447	2.61417
1477010465150000	-21.0302	8.22817	4.71191	0.508044	-0.351904	radar	5.5488	-20.5503	9.28616	-20.9628	8.37833	4.34526	2.53871
1477010465200000	-20.8544	8.38465	4.72567	0.514385	-0.321194	lidar	2.94068	-21.0519	8.50983	-20.7444	8.50333	4.39406	2.46341
1477010465250000	-20.6083	8.49769	4.85102	0.473846	-0.383085	radar	4.93078	-19.9265	9.40847	-20.5237	8.62457	4.4409	2.38835
1477010465300000	-20.3533	8.64643	4.9621	0.465326	-0.36664	lidar	1.31568	-20.21	8.68914	-20.3006	8.74206	4.48582	2.31358
1477010465350000	-20.1549	8.77987	4.88801	0.4779	-0.295713	radar	1.36107	-20.2277	8.8532	-20.0753	8.85583	4.52884	2.23919
1477010465400000	-19.9625	8.8743	4.82848	0.45987	-0.301325	lidar	0.570295	-20.0633	8.86724	-19.848	8.96589	4.57001	2.16524
1477010465450000	-19.7644	8.99061	4.76554	0.463838	-0.255581	radar	0.819632	-19.9264	8.78179	-19.6186	9.07227	4.60937	2.09179
1477010465500000	-19.5481	9.05728	4.7216	0.433583	-0.278529	lidar	0.700728	-19.4861	8.96665	-19.3873	9.17499	4.64694	2.01891
1477010465550000	-19.3027	9.16859	4.82794	0.411913	-0.304447	radar	4.76523	-18.5719	10.2069	-19.1542	9.27409	4.68278	1.94666
1477010465600000	-19.0099	9.26947	4.94913	0.389126	-0.311142	lidar	6.17622	-18.6786	9.19191	-18.9193	9.36959	4.71692	1.8751
1477010465650000	-18.7934	9.35077	4.93003	0.366973	-0.32688	radar	1.70664	-19.2825	8.98189	-18.6827	9.46154	4.7494	1.80429
1477010465700000	-18.5338	9.45851	5.00212	0.356379	-0.317794	lidar	0.69099	-18.4242	9.46852	-18.4446	9.54996	4.78028	1.73429
1477010465750000	-18.2658	9.48811	5.08684	0.290207	-0.422079	radar	5.59305	-18.1634	8.72444	-18.2049	9.63492	4.80959	1.66514
1477010465800000	-17.9593	9.63339	5.27315	0.296432	-0.382462	lidar	2.7232	-17.7736	9.72478	-17.9639	9.71643	4.83737	1.59691
1477010465850000	-17.7096	9.73752	5.21999	0.307769	-0.309671	radar	2.95803	-17.2296	9.97767	-17.7214	9.79457	4.86368	1.52964
1477010465900000	-17.4318	9.84659	5.30192	0.304069	-0.292427	lidar	0.560946	-17.3436	9.88109	-17.4777	9.86936	4.88856	1.46338
1477010465950000	-17.1782	9.93157	5.31746	0.291129	-0.293237	radar	0.366228	-17.1554	10.212	-17.2328	9.94087	4.91205	1.39818
1477010466000000	-16.9042	10.0547	5.3994	0.296581	-0.265922	lidar	0.583125	-16.8876	10.145	-16.9868	10.0091	4.93421	1.33408
1477010466050000	-16.6434	10.1296	5.40427	0.281319	-0.2697	radar	0.0344535	-16.5958	10.1078	-16.7396	10.0743	4.95507	1.27113
1477010466100000	-16.4017	10.2256	5.39529	0.278888	-0.256169	lidar	1.05757	-16.5153	10.3091	-16.4915	10.1362	4.97469	1.20937
1477010466150000	-16.1383	10.3015	5.42343	0.262989	-0.268397	radar	0.431464	-16.09	10.5824	-16.2424	10.1952	4.99311	1.14883
1477010466200000	-15.9207	10.2999	5.27749	0.221805	-0.30617	lidar	1.44693	-16.006	10.1843	-15.9924	10.2511	5.01039	1.08956
1477010466250000	-15.672	10.3674	5.24342	0.217722	-0.279965	radar	0.249129	-15.7234	10.41	-15.7416	10.3041	5.02655	1.03159
1477010466300000	-15.4707	10.3358	5.06845	0.168366	-0.329234	lidar	2.17808	-15.5699	10.1904	-15.4899	10.3543	5.04166	0.974957
1477010466350000	-15.1657	10.3687	5.25725	0.12919	-0.391047	radar	7.51413	-14.2385	10.9109	-15.2376	10.4016	5.05576	0.919692
1477010466400000	-14.9053	10.4196	5.27244	0.118342	-0.379212	lidar	0.21121	-14.9365	10.4722	-14.9846	10.4462	5.06889	0.865828
1477010466450000	-14.6687	10.451	5.104	0.123384	-0.304036	radar	6.61556	-14.724	9.63507	-14.7309	10.4882	5.0811	0.813394
1477010466500000	-14.4392	10.4023	5.00445	0.0721471	-0.354619	lidar	2.08241	-14.4088	10.222	-14.4766	10.5276	5.09243	0.762418
1477010466550000	-14.1811	10.4242	5.013	0.0590108	-0.344213	radar	0.566501	-13.9005	10.5238	-14.2218	10.5645	5.10293	0.712926
1477010466600000	-13.8536	10.6014	5.2579	0.120791	-0.230764	lidar	7.77774	-13.8049	10.9383	-13.9665	10.5989	5.11263	0.664944
1477010466650000	-13.5952	10.6687	5.20327	0.143404	-0.153664	radar	1.54076	-13.3956	10.7857	-13.7107	10.631	5.12159	0.618496
1477010466700000	-13.3571	10.6579	5.13697	0.113317	-0.184537	lidar	0.723403	-13.3556	10.5517	-13.4545	10.6608	5.12983	0.573603
1477010466750000	-13.0928	10.6819	5.17511	0.0972937	-0.202557	radar	0.302675	-12.9374	10.8137	-13.1979	10.6884	5.13741	0.530288
1477010466800000	-12.8343	10.7825	5.22679	0.1226	-0.155634	lidar	3.75463	-12.9591	11.0099	-12.9409	10.7138	5.14436	0.48857
1477010466850000	-12.5644	10.8373	5.25175	0.128538	-0.132169	radar	1.17669	-12.2518	11.2495	-12.6836	10.7373	5.15071	0.448467
1477010466900000	-12.3459	10.7893	5.11974	0.0846038	-0.181934	lidar	2.16792	-12.3713	10.6091	-12.426	10.7587	5.15651	0.409997
1477010466950000	-12.0892	10.8257	5.10355	0.0890815	-0.151763	radar	0.373982	-11.9352	10.9161	-12.1681	10.7783	5.16179	0.373177
1477010467000000	-11.8416	10.8939	5.12073	0.10232	-0.124729	lidar	1.93123	-11.9451	11.0515	-11.91	10.7961	5.16658	0.338022
1477010467050000	-11.5604	10.9158	5.18355	0.0916499	-0.135877	radar	2.74534	-10.9703	10.9676	-11.6516	10.8121	5.17092	0.304546
1477010467100000	-11.3398	10.9245	5.10304	0.0776124	-0.14631	lidar	0.779102	-11.4548	10.9407	-11.393	10.8265	5.17484	0.272761
1477010467150000	-11.0757	10.8518	5.23949	-0.0125194	-0.333955	radar	9.15516	-11.3472	10.5111	-11.1342	10.8394	5.17836	0.242681
1477010467200000	-10.7766	10.8242	5.30045	-0.038011	-0.343893	lidar	2.70446	-10.6009	10.6823	-10.8753	10.8509	5.18153	0.214317
1477010467250000	-10.5229	10.8218	5.25601	-0.0460237	-0.321785	radar	0.334466	-10.6563	10.8369	-10.6161	10.8609	5.18435	0.187679
1477010467300000	-10.2936	10.8102	5.19346	-0.0630003	-0.324625	lidar	1.01282	-10.4142	10.8747	-10.3569	10.8697	5.18687	0.162776
1477010467350000	-10.0489	10.8667	5.03472	-0.0152465	-0.179454	radar	6.67684	-9.90413	11.2255	-10.0976	10.8772	5.1891	0.139618
1477010467400000	-9.78294	10.9211	5.08814	0.00382704	-0.141216	lidar	2.03545	-9.83445	11.1032	-9.83809	10.8837	5.19106	0.118212
1477010467450000	-9.56282	10.8925	5.00752	-0.0185097	-0.162221	radar	3.8657	-10.195	10.3498	-9.57852	10.8891	5.19278	0.0985664
1477010467500000	-9.2969	10.9247	5.05473	-0.00856811	-0.138118	lidar	0.718615	-9.3066	11.0348	-9.31887	10.8936	5.19428	0.0806865
1477010467550000	-9.0578	10.8995	5.00457	-0.023055	-0.141639	radar	2.51174	-9.2226	10.3527	-9.05915	10.8972	5.19557	0.0645787
1477010467600000	-8.78612	10.9381	5.06665	-0.00852247	-0.113143	lidar	1.04317	-8.78899	11.0707	-8.79937	10.9001	5.19667	0.050248
1477010467650000	-8.55565	10.8877	5.0039	-0.0379543	-0.145691	radar	6.37311	-8.83914	10.0319	-8.53953	10.9023	5.19759	0.0376992
1477010467700000	-8.41163	10.7971	4.75846	-0.0883707	-0.203436	lidar	4.28152	-8.62045	10.6577	-8.27965	10.9039	5.19835	0.0269359
1477010467750000	-8.16478	10.8068	4.75069	-0.0752957	-0.157205	radar	1.45903	-7.91543	11.1157	-8.01974	10.905	5.19896	0.0179617
1477010467800000	-7.79671	10.8745	5.04383	-0.0326159	-0.0865	lidar	6.21694	-7.51971	11.0005	-7.75979	10.9057	5.19942	0.0107791
1477010467850000	-7.53217	10.8762	5.03909	-0.0206152	-0.0450469	radar	1.80948	-7.25987	10.6458	-7.49981	10.9061	5.19975	0.00539029
1477010467900000	-7.25103	10.8694	5.09867	-0.0212935	-0.0423485	lidar	0.658593	-7.15631	10.815	-7.23983	10.9063	5.19994	0.00179692
1477010467950000	-7.015	10.9018	5.01936	0.0106412	0.0357932	radar	2.82676	-7.39396	11.0181	-6.97983	10.9064	5.2	-7.84874e-15
